case_num,derm,concept_label,attribution,predicted_class
796,NBL/Nbl037.jpg,0,0.06573671102523804,MEL
797,NBL/Nbl040.jpg,0,0.049600254744291306,MEL
801,NBL/Nbl054.jpg,0,0.018907388672232628,MEL
804,NGL/Ngl057.jpg,0,0.04540751129388809,MEL
805,NGL/Ngl015.jpg,1,0.024702230468392372,MEL
806,NHL/Nhl017.jpg,1,0.05414985492825508,MEL
807,NIL/Nil062.jpg,1,0.060546938329935074,MEL
808,NIL/Nil086.jpg,0,0.028019849210977554,MEL
809,NML/Nml020.jpg,0,0.056764375418424606,MEL
810,NML/Nml081.jpg,0,0.03621367737650871,MEL
813,Gzl/gzl64.jpg,1,0.06998279690742493,MEL
817,FDL/FDL052.JPG,0,0.02417176030576229,MEL
818,Gcl/Gcl039.jpg,0,0.046960316598415375,MEL
820,Fgl/Fgl044.jpg,0,0.04555812478065491,MEL
821,Fil/Fil008.jpg,0,0.05244063585996628,MEL
